Name,State,Control,Region,Enrollment
Kettering University,MI,Private,Midwest,1850
Oklahoma Baptist University,OK,Private,West,1852
CUNY Graduate School and University Center,NY,Public,Northeast,1854
Taylor University,IN,Private,Midwest,1858
New Mexico Highlands University,NM,Public,West,1858
Uta Mesivta of Kiryas Joel,NY,Private,Northeast,1864
University of South Florida-Sarasota-Manatee,FL,Public,Southeast,1868
Bridgewater College,VA,Private,Southeast,1874
Adams State University,CO,Public,West,1876
Millikin University,IL,Private,Midwest,1883
Oklahoma Christian University,OK,Private,West,1883
Hamilton College,NY,Private,Northeast,1885
Los Angeles Pacific University,CA,Private,West,1897
Western State Colorado University,CO,Public,West,1899
Southern University at New Orleans,LA,Public,Southeast,1899
Holy Family University,PA,Private,Northeast,1904
West Virginia State University,WV,Public,Southeast,1905
Methodist University,NC,Private,Southeast,1908
Delaware Valley University,PA,Private,Northeast,1908
Lake Superior State University,MI,Public,Midwest,1912
Chadron State College,NE,Public,Midwest,1916
Colby College,ME,Private,Northeast,1917
La Sierra University,CA,Private,West,1929
Walsh University,OH,Private,Midwest,1929
College of Saint Benedict,MN,Private,Midwest,1937
Trine University,IN,Private,Midwest,1939
Texas A & M University-Central Texas,TX,Public,West,1940
Bay Path University,MA,Private,Northeast,1944
United Talmudical Seminary,NY,Private,Northeast,1944
University of Dubuque,IA,Private,Midwest,1955
Saint Anselm College,NH,Private,Northeast,1956
Occidental College,CA,Private,West,1958
Lindsey Wilson College,KY,Private,Southeast,1958
Inter American University of Puerto Rico-Fajardo,PR,Private,Territory,1959
Berry College,GA,Private,Southeast,1963
The College of Wooster,OH,Private,Midwest,1970
Robert Morris University Illinois,IL,Private,Midwest,1971
Art Center College of Design,CA,Private,West,1974
Rhodes College,TN,Private,Southeast,1975
Rhode Island School of Design,RI,Private,Northeast,1976
University of Lynchburg,VA,Private,Southeast,1979
Concordia College at Moorhead,MN,Private,Midwest,1980
Gwynedd Mercy University,PA,Private,Northeast,1987
Claflin University,SC,Private,Southeast,1990
Roanoke College,VA,Private,Southeast,1990
Lincoln University,PA,Public,Northeast,1994
West Liberty University,WV,Public,Southeast,1994
Neumann University,PA,Private,Northeast,1997
Albright College,PA,Private,Northeast,1999
Westminster College,UT,Private,West,2002
Moravian College,PA,Private,Northeast,2007
Luther College,IA,Private,Midwest,2008
University of South Carolina-Beaufort,SC,Public,Southeast,2011
Langston University,OK,Public,West,2012
Eckerd College,FL,Private,Southeast,2018
North Park University,IL,Private,Midwest,2018
Lewis & Clark College,OR,Private,West,2021
Carleton College,MN,Private,Midwest,2023
Dakota State University,SD,Public,Midwest,2024
Chicago State University,IL,Public,Midwest,2025
Mount Saint Mary College,NY,Private,Northeast,2030
Williams College,MA,Private,Northeast,2033
Saint Norbert College,WI,Private,Midwest,2041
Lincoln University,MO,Public,Midwest,2045
University of Evansville,IN,Private,Midwest,2049
University of Mount Union,OH,Private,Midwest,2049
SUNY Polytechnic Institute,NY,Public,Northeast,2052
Shenandoah University,VA,Private,Southeast,2055
Assumption College,MA,Private,Northeast,2058
University of Mary,ND,Private,Midwest,2064
McKendree University,IL,Private,Midwest,2065
King's College,PA,Private,Northeast,2065
Franciscan University of Steubenville,OH,Private,Midwest,2071
Lesley University,MA,Private,Northeast,2074
University of the Cumberlands,KY,Private,Southeast,2085
William Carey University,MS,Private,Southeast,2086
North Carolina Wesleyan College,NC,Private,Southeast,2086
Benedict College,SC,Private,Southeast,2090
Colorado College,CO,Private,West,2091
Tiffin University,OH,Private,Midwest,2095
Union University,TN,Private,Southeast,2099
Everglades University,FL,Private,Southeast,2099
Misericordia University,PA,Private,Northeast,2100
University of West Alabama,AL,Public,Southeast,2106
Marymount Manhattan College,NY,Private,Northeast,2109
Ohio Northern University,OH,Private,Midwest,2111
Trevecca Nazarene University,TN,Private,Southeast,2112
Macalester College,MN,Private,Midwest,2116
Hamline University,MN,Private,Midwest,2132
Southwest Minnesota State University,MN,Public,Midwest,2133
Spelman College,GA,Private,Southeast,2134
DePauw University,IN,Private,Midwest,2137
Rose-Hulman Institute of Technology,IN,Private,Midwest,2146
Dominican University,IL,Private,Midwest,2155
Salve Regina University,RI,Private,Northeast,2160
Union College,NY,Private,Northeast,2167
North Greenville University,SC,Private,Southeast,2167
Gustavus Adolphus College,MN,Private,Midwest,2170
Marian University,IN,Private,Midwest,2173
Trinity College,CT,Private,Northeast,2174
Nazareth College,NY,Private,Northeast,2175
Lynn University,FL,Private,Southeast,2182
Mount Holyoke College,MA,Private,Northeast,2186
Siena Heights University,MI,Private,Midwest,2189
Lawrence Technological University,MI,Private,Midwest,2191
Morehouse College,GA,Private,Southeast,2199
Springfield College,MA,Private,Northeast,2204
Clark University,MA,Private,Northeast,2205
Sul Ross State University,TX,Public,West,2208
Gardner-Webb University,NC,Private,Southeast,2210
Hobart William Smith Colleges,NY,Private,Northeast,2220
Whitworth University,WA,Private,West,2227
Alvernia University,PA,Private,Northeast,2231
Arcadia University,PA,Private,Northeast,2233
Louisiana State University-Shreveport,LA,Public,Southeast,2237
Marymount University,VA,Private,Southeast,2241
University of Wisconsin-Superior,WI,Public,Midwest,2241
Southwest Baptist University,MO,Private,Midwest,2252
Xavier University of Louisiana,LA,Private,Southeast,2266
St Francis College,NY,Private,Northeast,2267
Franklin and Marshall College,PA,Private,Northeast,2269
SUNY College of Agriculture and Technology at Cobleskill,NY,Public,Northeast,2270
Faulkner University,AL,Private,Southeast,2272
Susquehanna University,PA,Private,Northeast,2283
Madonna University,MI,Private,Midwest,2291
DeSales University,PA,Private,Northeast,2291
South Dakota School of Mines and Technology,SD,Public,Midwest,2295
Houston Baptist University,TX,Private,West,2302
Mississippi University for Women,MS,Public,Southeast,2302
St. Mary's University,TX,Private,West,2310
Denison University,OH,Private,Midwest,2321
Vassar College,NY,Private,Northeast,2323
Canisius College,NY,Private,Northeast,2324
Grove City College,PA,Private,Northeast,2327
Muhlenberg College,PA,Private,Northeast,2329
University of Montevallo,AL,Public,Southeast,2329
Fort Valley State University,GA,Public,Southeast,2329
Dickinson College,PA,Private,Northeast,2339
Babson College,MA,Private,Northeast,2342
Georgia Southwestern State University,GA,Public,Southeast,2348
Saint Ambrose University,IA,Private,Midwest,2354
Wheaton College,IL,Private,Midwest,2356
University of New England,ME,Private,Northeast,2360
Delta State University,MS,Public,Southeast,2360
Campbellsville University,KY,Private,Southeast,2365
Otterbein University,OH,Private,Midwest,2367
St Lawrence University,NY,Private,Northeast,2373
Wellesley College,MA,Private,Northeast,2375
Wilkes University,PA,Private,Northeast,2379
Trinity University,TX,Private,West,2393
Augsburg University,MN,Private,Midwest,2405
Belhaven University,MS,Private,Southeast,2410
Gettysburg College,PA,Private,Northeast,2411
University of Puget Sound,WA,Private,West,2413
Mercyhurst University,PA,Private,Northeast,2448
Coppin State University,MD,Public,Northeast,2459
Minot State University,ND,Public,Midwest,2466
Bellarmine University,KY,Private,Southeast,2474
Palm Beach Atlantic University,FL,Private,Southeast,2475
Roosevelt University,IL,Private,Midwest,2485
Southern Adventist University,TN,Private,Southeast,2486
South Carolina State University,SC,Public,Southeast,2489
The College of Saint Rose,NY,Private,Northeast,2490
Limestone College,SC,Private,Southeast,2491
Stonehill College,MA,Private,Northeast,2494
University of Arkansas at Pine Bluff,AR,Public,Southeast,2510
Smith College,MA,Private,Northeast,2519
Eastern Oregon University,OR,Public,West,2526
Middlebury College,VT,Private,Northeast,2532
Loyola University New Orleans,LA,Private,Southeast,2534
Curry College,MA,Private,Northeast,2535
Barnard College,NY,Private,Northeast,2540
Miami University-Hamilton,OH,Public,Midwest,2545
Saint Peter's University,NJ,Private,Northeast,2547
Florida Southern College,FL,Private,Southeast,2561
Lafayette College,PA,Private,Northeast,2567
Capital University,OH,Private,Midwest,2573
Mount Saint Mary's University,CA,Private,West,2575
Concordia University-Saint Paul,MN,Private,Midwest,2575
Wingate University,NC,Private,Southeast,2586
Embry-Riddle Aeronautical University-Prescott,AZ,Private,West,2598
Milwaukee School of Engineering,WI,Private,Midwest,2605
Wayne State College,NE,Public,Midwest,2610
Rollins College,FL,Private,Southeast,2612
Gannon University,PA,Private,Northeast,2616
The College of Saint Scholastica,MN,Private,Midwest,2626
Beth Medrash Govoha,NJ,Private,Northeast,2629
Augustana College,IL,Private,Midwest,2634
Pennsylvania State University-Penn State Berks,PA,Public,Northeast,2635
The University of Findlay,OH,Private,Midwest,2637
Husson University,ME,Private,Northeast,2652
Skidmore College,NY,Private,Northeast,2659
Louisiana State University-Alexandria,LA,Public,Southeast,2662
University of North Texas at Dallas,TX,Public,West,2663
Jefferson (Philadelphia University + Thomas Jefferson University),PA,Private,Northeast,2669
Messiah College,PA,Private,Northeast,2670
Moody Bible Institute,IL,Private,Midwest,2671
Pacific Lutheran University,WA,Private,West,2672
Flagler College-St Augustine,FL,Private,Southeast,2674
University of Detroit Mercy,MI,Private,Midwest,2674
Le Moyne College,NY,Private,Northeast,2676
George Fox University,OR,Private,West,2678
Indiana Wesleyan University-Marion,IN,Private,Midwest,2685
North Central College,IL,Private,Midwest,2688
Yeshiva University,NY,Private,Northeast,2703
Lander University,SC,Public,Southeast,2722
Western New England University,MA,Private,Northeast,2723
Carthage College,WI,Private,Midwest,2723
Saint John Fisher College,NY,Private,Northeast,2724
Furman,SC,Private,Southeast,2728
Fairleigh Dickinson University-Florham Campus,NJ,Private,Northeast,2731
University of Florida-Online,FL,Public,Southeast,2735
Black Hills State University,SD,Public,Midwest,2736
Indiana University-Kokomo,IN,Public,Midwest,2746
University of Hawaii-West Oahu,HI,Public,West,2747
Saint Mary's College of California,CA,Private,West,2762
Illinois Institute of Technology,IL,Private,Midwest,2763
Anderson University,SC,Private,Southeast,2776
University of Pittsburgh-Johnstown,PA,Public,Northeast,2776
Bethel University,MN,Private,Midwest,2777
Elmhurst College,IL,Private,Midwest,2782
Fresno Pacific University,CA,Private,West,2791
University of Maryland Eastern Shore,MD,Public,Northeast,2799
Athens State University,AL,Public,Southeast,2801
Citadel Military College of South Carolina,SC,Public,Southeast,2814
College of the Holy Cross,MA,Private,Northeast,2827
Oberlin College,OH,Private,Midwest,2827
Jacksonville University,FL,Private,Southeast,2829
Henderson State University,AR,Public,Southeast,2829
Tuskegee University,AL,Private,Southeast,2833
University of Illinois at Springfield,IL,Public,Midwest,2833
Colgate University,NY,Private,Northeast,2854
Brigham Young University-Hawaii,HI,Private,West,2855
University of Hawaii at Hilo,HI,Public,West,2855
University of Baltimore,MD,Public,Northeast,2856
East Central University,OK,Public,West,2860
Benedictine University,IL,Private,Midwest,2864
Northwood University,MI,Private,Midwest,2880
Wesleyan University,CT,Private,Northeast,2887
School of the Art Institute of Chicago,IL,Private,Midwest,2889
Carroll University,WI,Private,Midwest,2895
Seattle Pacific University,WA,Private,West,2900
Niagara University,NY,Private,Northeast,2902
Saint Xavier University,IL,Private,Midwest,2927
Southeastern Oklahoma State University,OK,Public,West,2937
Lewis-Clark State College,ID,Public,West,2941
Webster University,MO,Private,Midwest,2954
Shepherd University,WV,Public,Southeast,2956
California Lutheran University,CA,Private,West,2959
Indiana University-East,IN,Public,Midwest,2969
Drury University,MO,Private,Midwest,2971
John Carroll University,OH,Private,Midwest,2972
Lipscomb University,TN,Private,Southeast,2973
Iona College,NY,Private,Northeast,2989
Clarkson University,NY,Private,Northeast,2991
St Olaf College,MN,Private,Midwest,3004
Hope College,MI,Private,Midwest,3029
University of South Carolina-Aiken,SC,Public,Southeast,3029
Stetson University,FL,Private,Southeast,3031
Charleston Southern University,SC,Private,Southeast,3034
St. Joseph's College-Long Island,NY,Private,Northeast,3037
Drake University,IA,Private,Midwest,3038
Mississippi College,MS,Private,Southeast,3041
University of Redlands,CA,Private,West,3042
Dallas Baptist University,TX,Private,West,3053
University of Mount Olive,NC,Private,Southeast,3061
SUNY College of Technology at Canton,NY,Public,Northeast,3067
Oral Roberts University,OK,Private,West,3068
Francis Marion University,SC,Public,Southeast,3079
Point Loma Nazarene University,CA,Private,West,3092
Shawnee State University,OH,Public,Midwest,3099
St Catherine University,MN,Private,Midwest,3100
Maryville University of Saint Louis,MO,Private,Midwest,3112
Stevens Institute of Technology,NJ,Private,Northeast,3114
University of Bridgeport,CT,Private,Northeast,3129
Baldwin Wallace University,OH,Private,Midwest,3131
Siena College,NY,Private,Northeast,3132
Cedarville University,OH,Private,Midwest,3132
Long Island University,NY,Private,Northeast,3133
Fort Lewis College,CO,Public,West,3150
University of Puerto Rico-Ponce,PR,Public,Territory,3150
Southern Arkansas University Main Campus,AR,Public,Southeast,3153
Norwich University,VT,Private,Northeast,3160
University of Richmond,VA,Private,Southeast,3165
Alcorn State University,MS,Public,Southeast,3172
Valparaiso University,IN,Private,Midwest,3186
Endicott College,MA,Private,Northeast,3197
Rogers State University,OK,Public,West,3216
Widener University,PA,Private,Northeast,3224
Hawaii Pacific University,HI,Private,West,3228
Point Park University,PA,Private,Northeast,3230
University of Maine at Augusta,ME,Public,Northeast,3244
University of Houston-Victoria,TX,Public,West,3261
University of Mary Hardin-Baylor,TX,Private,West,3275
Catholic University of America,DC,Private,Northeast,3284
Governors State University,IL,Public,Midwest,3288
SUNY College at Potsdam,NY,Public,Northeast,3296
Clark Atlanta University,GA,Private,Southeast,3302
University of Tulsa,OK,Private,West,3316
Olivet Nazarene University,IL,Private,Midwest,3356
Samford University,AL,Private,Southeast,3364
Stevenson University,MD,Private,Northeast,3375
University of Puerto Rico-Aguadilla,PR,Public,Territory,3385
Fairleigh Dickinson University-Metropolitan Campus,NJ,Private,Northeast,3391
Florida Institute of Technology,FL,Private,Southeast,3395
Merrimack College,MA,Private,Northeast,3404
Lock Haven University,PA,Public,Northeast,3425
Eastern New Mexico University-Main Campus,NM,Public,West,3431
Franklin University,OH,Private,Midwest,3433
Bryant University,RI,Private,Northeast,3449
Pennsylvania State University-Penn State Altoona,PA,Public,Northeast,3451
Barry University,FL,Private,Southeast,3459
Universidad Politecnica de Puerto Rico,PR,Private,Territory,3459
University of Puerto Rico-Cayey,PR,Public,Territory,3469
Ohio Christian University,OH,Private,Midwest,3471
Montana State University Billings,MT,Public,West,3478
Fairmont State University,WV,Public,Southeast,3488
University of North Carolina at Asheville,NC,Public,Southeast,3496
Emporia State University,KS,Public,Midwest,3499
Brandman University,CA,Private,West,3502
Molloy College,NY,Private,Northeast,3505
University of Puerto Rico-Carolina,PR,Public,Territory,3532
Concordia University-Wisconsin,WI,Private,Midwest,3533
University of Guam,GU,Public,Territory,3533
University of the Pacific,CA,Private,West,3542
Oregon Institute of Technology,OR,Public,West,3543
Wayland Baptist University,TX,Private,West,3549
Indiana University-Northwest,IN,Public,Midwest,3549
The Evergreen State College,WA,Public,West,3560
Arizona State University-West,AZ,Public,West,3563
Bucknell University,PA,Private,Northeast,3588
Pepperdine University,CA,Private,West,3594
Utica College,NY,Private,Northeast,3595
Pratt Institute-Main,NY,Private,Northeast,3602
University of the District of Columbia,DC,Public,Northeast,3606
New York Institute of Technology,NY,Private,Northeast,3619
Brandeis University,MA,Private,Northeast,3624
University of Puerto Rico-Humacao,PR,Public,Territory,3626
Nevada State College,NV,Public,West,3643
Abilene Christian University,TX,Private,West,3655
Calvin College,MI,Private,Midwest,3656
Ashland University,OH,Private,Midwest,3660
Manhattan College,NY,Private,Northeast,3664
Pennsylvania State University-Penn State Abington,PA,Public,Northeast,3674
Delaware State University,DE,Public,Northeast,3678
Keene State College,NH,Public,Northeast,3688
University of Scranton,PA,Private,Northeast,3695
La Salle University,PA,Private,Northeast,3708
The University of Texas of the Permian Basin,TX,Public,West,3730
Colorado State University-Pueblo,CO,Public,West,3744
LIU Brooklyn,NY,Private,Northeast,3748
University of Puerto Rico-Arecibo,PR,Public,Territory,3748
Champlain College,VT,Private,Northeast,3771
Hampton University,VA,Private,Southeast,3786
Cameron University,OK,Public,West,3793
Emerson College,MA,Private,Northeast,3799
MCPHS University,MA,Private,Northeast,3837
University of Portland,OR,Private,West,3851
Inter American University of Puerto Rico-Arecibo,PR,Private,Territory,3870
Loyola University Maryland,MD,Private,Northeast,3903
Bethune-Cookman University,FL,Private,Southeast,3905
Aurora University,IL,Private,Midwest,3912
Inter American University of Puerto Rico-Aguadilla,PR,Private,Territory,3915
Saint Edward's University,TX,Private,West,3930
Framingham State University,MA,Public,Northeast,3963
SUNY at Purchase College,NY,Public,Northeast,3968
Rice University,TX,Private,West,3970
Bethel University,TN,Private,Southeast,3975
Providence College,RI,Private,Northeast,4011
Regis University,CO,Private,West,4016
Fairfield University,CT,Private,Northeast,4023
Biola University,CA,Private,West,4039
Fitchburg State University,MA,Public,Northeast,4040
Rider University,NJ,Private,Northeast,4042
Inter American University of Puerto Rico-San German,PR,Private,Territory,4046
University of Wisconsin-Parkside,WI,Public,Midwest,4056
Upper Iowa University,IA,Private,Midwest,4058
Grambling State University,LA,Public,Southeast,4072
Plymouth State University,NH,Public,Northeast,4072
York College of Pennsylvania,PA,Private,Northeast,4079
Savannah State University,GA,Public,Southeast,4079
Regent University,VA,Private,Southeast,4087
Harding University,AR,Private,Southeast,4147
University of South Florida-St Petersburg,FL,Public,Southeast,4162
Missouri Western State University,MO,Public,Midwest,4171
Alabama State University,AL,Public,Southeast,4189
Butler University,IN,Private,Midwest,4197
Bentley University,MA,Private,Northeast,4203
Wentworth Institute of Technology,MA,Private,Northeast,4204
Auburn University at Montgomery,AL,Public,Southeast,4211
Creighton University,NE,Private,Midwest,4212
Robert Morris University,PA,Private,Northeast,4213
Clarion University of Pennsylvania,PA,Public,Northeast,4214
Pennsylvania State University-Penn State Harrisburg,PA,Public,Northeast,4223
Arizona State University-Polytechnic,AZ,Public,West,4224
Edinboro University of Pennsylvania,PA,Public,Northeast,4229
Longwood University,VA,Public,Southeast,4230
Lee University,TN,Private,Southeast,4265
Virginia State University,VA,Public,Southeast,4265
United States Air Force Academy,CO,Public,West,4276
Pennsylvania State University-Penn State Erie-Behrend College,PA,Public,Northeast,4283
Universidad del Sagrado Corazon,PR,Private,Territory,4294
Dartmouth College,NH,Private,Northeast,4315
Campbell University,NC,Private,Southeast,4328
Worcester Polytechnic Institute,MA,Private,Northeast,4337
Southwestern Oklahoma State University,OK,Public,West,4358
SUNY at Fredonia,NY,Public,Northeast,4366
University of Mary Washington,VA,Public,Southeast,4366
Lewis University,IL,Private,Midwest,4372
University of Indianapolis,IN,Private,Midwest,4384
Bemidji State University,MN,Public,Midwest,4399
Southern Oregon University,OR,Public,West,4399
High Point University,NC,Private,Southeast,4407
University of Washington-Tacoma Campus,WA,Public,West,4412
Nova Southeastern University,FL,Private,Southeast,4417
University of Nebraska at Kearney,NE,Public,Midwest,4440
Roger Williams University,RI,Private,Northeast,4476
SUNY College at Old Westbury,NY,Public,Northeast,4481
Frostburg State University,MD,Public,Northeast,4486
Inter American University of Puerto Rico-Bayamon,PR,Private,Territory,4488
Massachusetts Institute of Technology,MA,Private,Northeast,4489
United States Military Academy,NY,Public,Northeast,4491
United States Naval Academy,MD,Public,Northeast,4495
University of Puerto Rico-Bayamon,PR,Public,Territory,4531
Seattle University,WA,Private,West,4547
Winston-Salem State University,NC,Public,Southeast,4570
Xavier University,OH,Private,Midwest,4571
Norfolk State University,VA,Public,Southeast,4641
Bradley University,IL,Private,Midwest,4643
Eastern Connecticut State University,CT,Public,Northeast,4669
Monmouth University,NJ,Private,Northeast,4683
Inter American University of Puerto Rico-Ponce,PR,Private,Territory,4690
Mercer University,GA,Private,Southeast,4708
Winthrop University,SC,Public,Southeast,4710
Indiana University-Southeast,IN,Public,Midwest,4722
Western Oregon University,OR,Public,West,4747
Colorado School of Mines,CO,Public,West,4751
Dalton State College,GA,Public,Southeast,4756
Southeastern University,FL,Private,Southeast,4786
Indiana University-South Bend,IN,Public,Midwest,4790
Fayetteville State University,NC,Public,Southeast,4817
Alabama A & M University,AL,Public,Southeast,4824
Minnesota State University Moorhead,MN,Public,Midwest,4834
University of Hartford,CT,Private,Northeast,4835
Eastern Illinois University,IL,Public,Midwest,4877
Western Connecticut State University,CT,Public,Northeast,4890
University of Alaska Fairbanks,AK,Public,West,4910
Colorado Christian University,CO,Private,West,4918
Washburn University,KS,Public,Midwest,4926
Christopher Newport University,VA,Public,Southeast,4950
Suffolk University,MA,Private,Northeast,4952
Augusta University,GA,Public,Southeast,4978
Case Western Reserve University,OH,Private,Midwest,5020
Davenport University,MI,Private,Midwest,5030
Worcester State University,MA,Public,Northeast,5035
Saint Joseph's University,PA,Private,Northeast,5040
Lehigh University,PA,Private,Northeast,5057
Northwest Missouri State University,MO,Public,Midwest,5065
Wake Forest University,NC,Private,Southeast,5101
Bowie State University,MD,Public,Northeast,5107
Gonzaga University,WA,Private,West,5119
University of La Verne,CA,Private,West,5120
Southern University and A & M College,LA,Public,Southeast,5137
University of New Haven,CT,Private,Northeast,5147
University of South Carolina-Upstate,SC,Public,Southeast,5149
Adelphi University,NY,Private,Northeast,5162
Pontifical Catholic University of Puerto Rico-Ponce,PR,Private,Territory,5239
Truman State University,MO,Public,Midwest,5241
Princeton University,NJ,Private,Northeast,5246
University of Southern Maine,ME,Public,Northeast,5248
SUNY College at Plattsburgh,NY,Public,Northeast,5272
